Index,Seed,Level,Model,Command,DurationSeconds
33,1,full-divider_tl,fb,"python main.py --num-agents 2 --seed 1 --level full-divider_tl --model1 fb --model2 fb --record   --max-num-timesteps 1",102.8
45,1,open-divider_tl,greedy,"python main.py --num-agents 2 --seed 1 --level open-divider_tl --model1 greedy --model2 greedy --record   --max-num-timesteps 1",9.6
31,1,full-divider_tl,bd,"python main.py --num-agents 2 --seed 1 --level full-divider_tl --model1 bd --model2 bd --record   --max-num-timesteps 1",129.1
44,1,open-divider_tl,up,"python main.py --num-agents 2 --seed 1 --level open-divider_tl --model1 up --model2 up --record   --max-num-timesteps 1",14.3
42,1,open-divider_tl,dc,"python main.py --num-agents 2 --seed 1 --level open-divider_tl --model1 dc --model2 dc --record   --max-num-timesteps 1",20.9
47,2,full-divider_salad,dc,"python main.py --num-agents 2 --seed 2 --level full-divider_salad --model1 dc --model2 dc --record   --max-num-timesteps 1",10.6
50,2,full-divider_salad,greedy,"python main.py --num-agents 2 --seed 2 --level full-divider_salad --model1 greedy --model2 greedy --record   --max-num-timesteps 1",8.5
52,2,partial-divider_salad,dc,"python main.py --num-agents 2 --seed 2 --level partial-divider_salad --model1 dc --model2 dc --record   --max-num-timesteps 1",56.4
36,1,partial-divider_tl,bd,"python main.py --num-agents 2 --seed 1 --level partial-divider_tl --model1 bd --model2 bd --record   --max-num-timesteps 1",172.0
22,1,partial-divider_tomato,dc,"python main.py --num-agents 2 --seed 1 --level partial-divider_tomato --model1 dc --model2 dc --record   --max-num-timesteps 1",325.6
46,2,full-divider_salad,bd,"python main.py --num-agents 2 --seed 2 --level full-divider_salad --model1 bd --model2 bd --record   --max-num-timesteps 1",127.6
48,2,full-divider_salad,fb,"python main.py --num-agents 2 --seed 2 --level full-divider_salad --model1 fb --model2 fb --record   --max-num-timesteps 1",123.1
49,2,full-divider_salad,up,"python main.py --num-agents 2 --seed 2 --level full-divider_salad --model1 up --model2 up --record   --max-num-timesteps 1",129.6
38,1,partial-divider_tl,fb,"python main.py --num-agents 2 --seed 1 --level partial-divider_tl --model1 fb --model2 fb --record   --max-num-timesteps 1",192.1
55,2,partial-divider_salad,greedy,"python main.py --num-agents 2 --seed 2 --level partial-divider_salad --model1 greedy --model2 greedy --record   --max-num-timesteps 1",27.2
57,2,open-divider_salad,dc,"python main.py --num-agents 2 --seed 2 --level open-divider_salad --model1 dc --model2 dc --record   --max-num-timesteps 1",41.5
60,2,open-divider_salad,greedy,"python main.py --num-agents 2 --seed 2 --level open-divider_salad --model1 greedy --model2 greedy --record   --max-num-timesteps 1",48.3
62,2,full-divider_tomato,dc,"python main.py --num-agents 2 --seed 2 --level full-divider_tomato --model1 dc --model2 dc --record   --max-num-timesteps 1",8.5
51,2,partial-divider_salad,bd,"python main.py --num-agents 2 --seed 2 --level partial-divider_salad --model1 bd --model2 bd --record   --max-num-timesteps 1",201.7
41,1,open-divider_tl,bd,"python main.py --num-agents 2 --seed 1 --level open-divider_tl --model1 bd --model2 bd --record   --max-num-timesteps 1",241.2
65,2,full-divider_tomato,greedy,"python main.py --num-agents 2 --seed 2 --level full-divider_tomato --model1 greedy --model2 greedy --record   --max-num-timesteps 1",9.8
61,2,full-divider_tomato,bd,"python main.py --num-agents 2 --seed 2 --level full-divider_tomato --model1 bd --model2 bd --record   --max-num-timesteps 1",65.3
43,1,open-divider_tl,fb,"python main.py --num-agents 2 --seed 1 --level open-divider_tl --model1 fb --model2 fb --record   --max-num-timesteps 1",264.3
54,2,partial-divider_salad,up,"python main.py --num-agents 2 --seed 2 --level partial-divider_salad --model1 up --model2 up --record   --max-num-timesteps 1",151.3
53,2,partial-divider_salad,fb,"python main.py --num-agents 2 --seed 2 --level partial-divider_salad --model1 fb --model2 fb --record   --max-num-timesteps 1",203.5
63,2,full-divider_tomato,fb,"python main.py --num-agents 2 --seed 2 --level full-divider_tomato --model1 fb --model2 fb --record   --max-num-timesteps 1",79.4
70,2,partial-divider_tomato,greedy,"python main.py --num-agents 2 --seed 2 --level partial-divider_tomato --model1 greedy --model2 greedy --record   --max-num-timesteps 1",16.1
72,2,open-divider_tomato,dc,"python main.py --num-agents 2 --seed 2 --level open-divider_tomato --model1 dc --model2 dc --record   --max-num-timesteps 1",17.3
59,2,open-divider_salad,up,"python main.py --num-agents 2 --seed 2 --level open-divider_salad --model1 up --model2 up --record   --max-num-timesteps 1",195.8
64,2,full-divider_tomato,up,"python main.py --num-agents 2 --seed 2 --level full-divider_tomato --model1 up --model2 up --record   --max-num-timesteps 1",138.0
66,2,partial-divider_tomato,bd,"python main.py --num-agents 2 --seed 2 --level partial-divider_tomato --model1 bd --model2 bd --record   --max-num-timesteps 1",129.9
75,2,open-divider_tomato,greedy,"python main.py --num-agents 2 --seed 2 --level open-divider_tomato --model1 greedy --model2 greedy --record   --max-num-timesteps 1",13.6
77,2,full-divider_tl,dc,"python main.py --num-agents 2 --seed 2 --level full-divider_tl --model1 dc --model2 dc --record   --max-num-timesteps 1",11.3
68,2,partial-divider_tomato,fb,"python main.py --num-agents 2 --seed 2 --level partial-divider_tomato --model1 fb --model2 fb --record   --max-num-timesteps 1",135.0
56,2,open-divider_salad,bd,"python main.py --num-agents 2 --seed 2 --level open-divider_salad --model1 bd --model2 bd --record   --max-num-timesteps 1",284.2
80,2,full-divider_tl,greedy,"python main.py --num-agents 2 --seed 2 --level full-divider_tl --model1 greedy --model2 greedy --record   --max-num-timesteps 1",32.3
58,2,open-divider_salad,fb,"python main.py --num-agents 2 --seed 2 --level open-divider_salad --model1 fb --model2 fb --record   --max-num-timesteps 1",319.0
71,2,open-divider_tomato,bd,"python main.py --num-agents 2 --seed 2 --level open-divider_tomato --model1 bd --model2 bd --record   --max-num-timesteps 1",163.8
73,2,open-divider_tomato,fb,"python main.py --num-agents 2 --seed 2 --level open-divider_tomato --model1 fb --model2 fb --record   --max-num-timesteps 1",178.6
69,2,partial-divider_tomato,up,"python main.py --num-agents 2 --seed 2 --level partial-divider_tomato --model1 up --model2 up --record   --max-num-timesteps 1",232.1
76,2,full-divider_tl,bd,"python main.py --num-agents 2 --seed 2 --level full-divider_tl --model1 bd --model2 bd --record   --max-num-timesteps 1",134.8
79,2,full-divider_tl,up,"python main.py --num-agents 2 --seed 2 --level full-divider_tl --model1 up --model2 up --record   --max-num-timesteps 1",123.9
74,2,open-divider_tomato,up,"python main.py --num-agents 2 --seed 2 --level open-divider_tomato --model1 up --model2 up --record   --max-num-timesteps 1",190.7
78,2,full-divider_tl,fb,"python main.py --num-agents 2 --seed 2 --level full-divider_tl --model1 fb --model2 fb --record   --max-num-timesteps 1",150.3
85,2,partial-divider_tl,greedy,"python main.py --num-agents 2 --seed 2 --level partial-divider_tl --model1 greedy --model2 greedy --record   --max-num-timesteps 1",42.1
87,2,open-divider_tl,dc,"python main.py --num-agents 2 --seed 2 --level open-divider_tl --model1 dc --model2 dc --record   --max-num-timesteps 1",58.6
90,2,open-divider_tl,greedy,"python main.py --num-agents 2 --seed 2 --level open-divider_tl --model1 greedy --model2 greedy --record   --max-num-timesteps 1",41.2
82,2,partial-divider_tl,dc,"python main.py --num-agents 2 --seed 2 --level partial-divider_tl --model1 dc --model2 dc --record   --max-num-timesteps 1",139.2
92,3,full-divider_salad,dc,"python main.py --num-agents 2 --seed 3 --level full-divider_salad --model1 dc --model2 dc --record   --max-num-timesteps 1",78.7
67,2,partial-divider_tomato,dc,"python main.py --num-agents 2 --seed 2 --level partial-divider_tomato --model1 dc --model2 dc --record   --max-num-timesteps 1",417.9
84,2,partial-divider_tl,up,"python main.py --num-agents 2 --seed 2 --level partial-divider_tl --model1 up --model2 up --record   --max-num-timesteps 1",177.8
95,3,full-divider_salad,greedy,"python main.py --num-agents 2 --seed 3 --level full-divider_salad --model1 greedy --model2 greedy --record   --max-num-timesteps 1",16.3
81,2,partial-divider_tl,bd,"python main.py --num-agents 2 --seed 2 --level partial-divider_tl --model1 bd --model2 bd --record   --max-num-timesteps 1",257.3
91,3,full-divider_salad,bd,"python main.py --num-agents 2 --seed 3 --level full-divider_salad --model1 bd --model2 bd --record   --max-num-timesteps 1",144.5
83,2,partial-divider_tl,fb,"python main.py --num-agents 2 --seed 2 --level partial-divider_tl --model1 fb --model2 fb --record   --max-num-timesteps 1",271.8
97,3,partial-divider_salad,dc,"python main.py --num-agents 2 --seed 3 --level partial-divider_salad --model1 dc --model2 dc --record   --max-num-timesteps 1",60.1
99,3,partial-divider_salad,up,"python main.py --num-agents 2 --seed 3 --level partial-divider_salad --model1 up --model2 up --record   --max-num-timesteps 1",21.6
89,2,open-divider_tl,up,"python main.py --num-agents 2 --seed 2 --level open-divider_tl --model1 up --model2 up --record   --max-num-timesteps 1",210.5
93,3,full-divider_salad,fb,"python main.py --num-agents 2 --seed 3 --level full-divider_salad --model1 fb --model2 fb --record   --max-num-timesteps 1",149.2
100,3,partial-divider_salad,greedy,"python main.py --num-agents 2 --seed 3 --level partial-divider_salad --model1 greedy --model2 greedy --record   --max-num-timesteps 1",28.3
104,3,open-divider_salad,up,"python main.py --num-agents 2 --seed 3 --level open-divider_salad --model1 up --model2 up --record   --max-num-timesteps 1",16.2
102,3,open-divider_salad,dc,"python main.py --num-agents 2 --seed 3 --level open-divider_salad --model1 dc --model2 dc --record   --max-num-timesteps 1",32.2
107,3,full-divider_tomato,dc,"python main.py --num-agents 2 --seed 3 --level full-divider_tomato --model1 dc --model2 dc --record   --max-num-timesteps 1",25.9
94,3,full-divider_salad,up,"python main.py --num-agents 2 --seed 3 --level full-divider_salad --model1 up --model2 up --record   --max-num-timesteps 1",154.2
106,3,full-divider_tomato,bd,"python main.py --num-agents 2 --seed 3 --level full-divider_tomato --model1 bd --model2 bd --record   --max-num-timesteps 1",48.7
105,3,open-divider_salad,greedy,"python main.py --num-agents 2 --seed 3 --level open-divider_salad --model1 greedy --model2 greedy --record   --max-num-timesteps 1",52.8
110,3,full-divider_tomato,greedy,"python main.py --num-agents 2 --seed 3 --level full-divider_tomato --model1 greedy --model2 greedy --record   --max-num-timesteps 1",32.1
88,2,open-divider_tl,fb,"python main.py --num-agents 2 --seed 2 --level open-divider_tl --model1 fb --model2 fb --record   --max-num-timesteps 1",319.5
86,2,open-divider_tl,bd,"python main.py --num-agents 2 --seed 2 --level open-divider_tl --model1 bd --model2 bd --record   --max-num-timesteps 1",355.3
108,3,full-divider_tomato,fb,"python main.py --num-agents 2 --seed 3 --level full-divider_tomato --model1 fb --model2 fb --record   --max-num-timesteps 1",57.1
115,3,partial-divider_tomato,greedy,"python main.py --num-agents 2 --seed 3 --level partial-divider_tomato --model1 greedy --model2 greedy --record   --max-num-timesteps 1",13.1
96,3,partial-divider_salad,bd,"python main.py --num-agents 2 --seed 3 --level partial-divider_salad --model1 bd --model2 bd --record   --max-num-timesteps 1",226.9
111,3,partial-divider_tomato,bd,"python main.py --num-agents 2 --seed 3 --level partial-divider_tomato --model1 bd --model2 bd --record   --max-num-timesteps 1",95.3
117,3,open-divider_tomato,dc,"python main.py --num-agents 2 --seed 3 --level open-divider_tomato --model1 dc --model2 dc --record   --max-num-timesteps 1",16.5
109,3,full-divider_tomato,up,"python main.py --num-agents 2 --seed 3 --level full-divider_tomato --model1 up --model2 up --record   --max-num-timesteps 1",151.6
119,3,open-divider_tomato,up,"python main.py --num-agents 2 --seed 3 --level open-divider_tomato --model1 up --model2 up --record   --max-num-timesteps 1",59.7
103,3,open-divider_salad,fb,"python main.py --num-agents 2 --seed 3 --level open-divider_salad --model1 fb --model2 fb --record   --max-num-timesteps 1",244.6
113,3,partial-divider_tomato,fb,"python main.py --num-agents 2 --seed 3 --level partial-divider_tomato --model1 fb --model2 fb --record   --max-num-timesteps 1",146.2
120,3,open-divider_tomato,greedy,"python main.py --num-agents 2 --seed 3 --level open-divider_tomato --model1 greedy --model2 greedy --record   --max-num-timesteps 1",30.5
122,3,full-divider_tl,dc,"python main.py --num-agents 2 --seed 3 --level full-divider_tl --model1 dc --model2 dc --record   --max-num-timesteps 1",7.0
98,3,partial-divider_salad,fb,"python main.py --num-agents 2 --seed 3 --level partial-divider_salad --model1 fb --model2 fb --record   --max-num-timesteps 1",292.3
118,3,open-divider_tomato,fb,"python main.py --num-agents 2 --seed 3 --level open-divider_tomato --model1 fb --model2 fb --record   --max-num-timesteps 1",93.2
125,3,full-divider_tl,greedy,"python main.py --num-agents 2 --seed 3 --level full-divider_tl --model1 greedy --model2 greedy --record   --max-num-timesteps 1",9.8
101,3,open-divider_salad,bd,"python main.py --num-agents 2 --seed 3 --level open-divider_salad --model1 bd --model2 bd --record   --max-num-timesteps 1",295.2
116,3,open-divider_tomato,bd,"python main.py --num-agents 2 --seed 3 --level open-divider_tomato --model1 bd --model2 bd --record   --max-num-timesteps 1",164.8
129,3,partial-divider_tl,up,"python main.py --num-agents 2 --seed 3 --level partial-divider_tl --model1 up --model2 up --record   --max-num-timesteps 1",15.2
127,3,partial-divider_tl,dc,"python main.py --num-agents 2 --seed 3 --level partial-divider_tl --model1 dc --model2 dc --record   --max-num-timesteps 1",47.5
130,3,partial-divider_tl,greedy,"python main.py --num-agents 2 --seed 3 --level partial-divider_tl --model1 greedy --model2 greedy --record   --max-num-timesteps 1",20.1
132,3,open-divider_tl,dc,"python main.py --num-agents 2 --seed 3 --level open-divider_tl --model1 dc --model2 dc --record   --max-num-timesteps 1",23.7
134,3,open-divider_tl,up,"python main.py --num-agents 2 --seed 3 --level open-divider_tl --model1 up --model2 up --record   --max-num-timesteps 1",11.2
121,3,full-divider_tl,bd,"python main.py --num-agents 2 --seed 3 --level full-divider_tl --model1 bd --model2 bd --record   --max-num-timesteps 1",113.1
135,3,open-divider_tl,greedy,"python main.py --num-agents 2 --seed 3 --level open-divider_tl --model1 greedy --model2 greedy --record   --max-num-timesteps 1",33.1
124,3,full-divider_tl,up,"python main.py --num-agents 2 --seed 3 --level full-divider_tl --model1 up --model2 up --record   --max-num-timesteps 1",127.0
123,3,full-divider_tl,fb,"python main.py --num-agents 2 --seed 3 --level full-divider_tl --model1 fb --model2 fb --record   --max-num-timesteps 1",132.3
137,4,full-divider_salad,dc,"python main.py --num-agents 2 --seed 4 --level full-divider_salad --model1 dc --model2 dc --record   --max-num-timesteps 1",9.7
112,3,partial-divider_tomato,dc,"python main.py --num-agents 2 --seed 3 --level partial-divider_tomato --model1 dc --model2 dc --record   --max-num-timesteps 1",318.8
140,4,full-divider_salad,greedy,"python main.py --num-agents 2 --seed 4 --level full-divider_salad --model1 greedy --model2 greedy --record   --max-num-timesteps 1",58.2
136,4,full-divider_salad,bd,"python main.py --num-agents 2 --seed 4 --level full-divider_salad --model1 bd --model2 bd --record   --max-num-timesteps 1",100.0
128,3,partial-divider_tl,fb,"python main.py --num-agents 2 --seed 3 --level partial-divider_tl --model1 fb --model2 fb --record   --max-num-timesteps 1",202.3
114,3,partial-divider_tomato,up,"python main.py --num-agents 2 --seed 3 --level partial-divider_tomato --model1 up --model2 up --record   --max-num-timesteps 1",355.9
126,3,partial-divider_tl,bd,"python main.py --num-agents 2 --seed 3 --level partial-divider_tl --model1 bd --model2 bd --record   --max-num-timesteps 1",213.7
139,4,full-divider_salad,up,"python main.py --num-agents 2 --seed 4 --level full-divider_salad --model1 up --model2 up --record   --max-num-timesteps 1",108.4
145,4,partial-divider_salad,greedy,"python main.py --num-agents 2 --seed 4 --level partial-divider_salad --model1 greedy --model2 greedy --record   --max-num-timesteps 1",24.8
138,4,full-divider_salad,fb,"python main.py --num-agents 2 --seed 4 --level full-divider_salad --model1 fb --model2 fb --record   --max-num-timesteps 1",115.8
142,4,partial-divider_salad,dc,"python main.py --num-agents 2 --seed 4 --level partial-divider_salad --model1 dc --model2 dc --record   --max-num-timesteps 1",54.3
150,4,open-divider_salad,greedy,"python main.py --num-agents 2 --seed 4 --level open-divider_salad --model1 greedy --model2 greedy --record   --max-num-timesteps 1",13.5
147,4,open-divider_salad,dc,"python main.py --num-agents 2 --seed 4 --level open-divider_salad --model1 dc --model2 dc --record   --max-num-timesteps 1",34.6
144,4,partial-divider_salad,up,"python main.py --num-agents 2 --seed 4 --level partial-divider_salad --model1 up --model2 up --record   --max-num-timesteps 1",68.8
152,4,full-divider_tomato,dc,"python main.py --num-agents 2 --seed 4 --level full-divider_tomato --model1 dc --model2 dc --record   --max-num-timesteps 1",14.7
131,3,open-divider_tl,bd,"python main.py --num-agents 2 --seed 3 --level open-divider_tl --model1 bd --model2 bd --record   --max-num-timesteps 1",238.6
133,3,open-divider_tl,fb,"python main.py --num-agents 2 --seed 3 --level open-divider_tl --model1 fb --model2 fb --record   --max-num-timesteps 1",258.3
155,4,full-divider_tomato,greedy,"python main.py --num-agents 2 --seed 4 --level full-divider_tomato --model1 greedy --model2 greedy --record   --max-num-timesteps 1",29.9
151,4,full-divider_tomato,bd,"python main.py --num-agents 2 --seed 4 --level full-divider_tomato --model1 bd --model2 bd --record   --max-num-timesteps 1",60.2
149,4,open-divider_salad,up,"python main.py --num-agents 2 --seed 4 --level open-divider_salad --model1 up --model2 up --record   --max-num-timesteps 1",95.3
153,4,full-divider_tomato,fb,"python main.py --num-agents 2 --seed 4 --level full-divider_tomato --model1 fb --model2 fb --record   --max-num-timesteps 1",63.7
160,4,partial-divider_tomato,greedy,"python main.py --num-agents 2 --seed 4 --level partial-divider_tomato --model1 greedy --model2 greedy --record   --max-num-timesteps 1",14.7
141,4,partial-divider_salad,bd,"python main.py --num-agents 2 --seed 4 --level partial-divider_salad --model1 bd --model2 bd --record   --max-num-timesteps 1",206.6
162,4,open-divider_tomato,dc,"python main.py --num-agents 2 --seed 4 --level open-divider_tomato --model1 dc --model2 dc --record   --max-num-timesteps 1",18.0
154,4,full-divider_tomato,up,"python main.py --num-agents 2 --seed 4 --level full-divider_tomato --model1 up --model2 up --record   --max-num-timesteps 1",114.1
143,4,partial-divider_salad,fb,"python main.py --num-agents 2 --seed 4 --level partial-divider_salad --model1 fb --model2 fb --record   --max-num-timesteps 1",219.3
156,4,partial-divider_tomato,bd,"python main.py --num-agents 2 --seed 4 --level partial-divider_tomato --model1 bd --model2 bd --record   --max-num-timesteps 1",106.2
165,4,open-divider_tomato,greedy,"python main.py --num-agents 2 --seed 4 --level open-divider_tomato --model1 greedy --model2 greedy --record   --max-num-timesteps 1",16.8
158,4,partial-divider_tomato,fb,"python main.py --num-agents 2 --seed 4 --level partial-divider_tomato --model1 fb --model2 fb --record   --max-num-timesteps 1",120.6
167,4,full-divider_tl,dc,"python main.py --num-agents 2 --seed 4 --level full-divider_tl --model1 dc --model2 dc --record   --max-num-timesteps 1",11.9
146,4,open-divider_salad,bd,"python main.py --num-agents 2 --seed 4 --level open-divider_salad --model1 bd --model2 bd --record   --max-num-timesteps 1",261.3
148,4,open-divider_salad,fb,"python main.py --num-agents 2 --seed 4 --level open-divider_salad --model1 fb --model2 fb --record   --max-num-timesteps 1",238.7
161,4,open-divider_tomato,bd,"python main.py --num-agents 2 --seed 4 --level open-divider_tomato --model1 bd --model2 bd --record   --max-num-timesteps 1",134.9
170,4,full-divider_tl,greedy,"python main.py --num-agents 2 --seed 4 --level full-divider_tl --model1 greedy --model2 greedy --record   --max-num-timesteps 1",16.5
159,4,partial-divider_tomato,up,"python main.py --num-agents 2 --seed 4 --level partial-divider_tomato --model1 up --model2 up --record   --max-num-timesteps 1",157.7
163,4,open-divider_tomato,fb,"python main.py --num-agents 2 --seed 4 --level open-divider_tomato --model1 fb --model2 fb --record   --max-num-timesteps 1",136.1
166,4,full-divider_tl,bd,"python main.py --num-agents 2 --seed 4 --level full-divider_tl --model1 bd --model2 bd --record   --max-num-timesteps 1",107.6
169,4,full-divider_tl,up,"python main.py --num-agents 2 --seed 4 --level full-divider_tl --model1 up --model2 up --record   --max-num-timesteps 1",90.9
168,4,full-divider_tl,fb,"python main.py --num-agents 2 --seed 4 --level full-divider_tl --model1 fb --model2 fb --record   --max-num-timesteps 1",110.0
175,4,partial-divider_tl,greedy,"python main.py --num-agents 2 --seed 4 --level partial-divider_tl --model1 greedy --model2 greedy --record   --max-num-timesteps 1",25.0
172,4,partial-divider_tl,dc,"python main.py --num-agents 2 --seed 4 --level partial-divider_tl --model1 dc --model2 dc --record   --max-num-timesteps 1",60.2
177,4,open-divider_tl,dc,"python main.py --num-agents 2 --seed 4 --level open-divider_tl --model1 dc --model2 dc --record   --max-num-timesteps 1",29.5
180,4,open-divider_tl,greedy,"python main.py --num-agents 2 --seed 4 --level open-divider_tl --model1 greedy --model2 greedy --record   --max-num-timesteps 1",12.3
182,5,full-divider_salad,dc,"python main.py --num-agents 2 --seed 5 --level full-divider_salad --model1 dc --model2 dc --record   --max-num-timesteps 1",10.0
164,4,open-divider_tomato,up,"python main.py --num-agents 2 --seed 4 --level open-divider_tomato --model1 up --model2 up --record   --max-num-timesteps 1",184.1
179,4,open-divider_tl,up,"python main.py --num-agents 2 --seed 4 --level open-divider_tl --model1 up --model2 up --record   --max-num-timesteps 1",92.4
174,4,partial-divider_tl,up,"python main.py --num-agents 2 --seed 4 --level partial-divider_tl --model1 up --model2 up --record   --max-num-timesteps 1",157.6
185,5,full-divider_salad,greedy,"python main.py --num-agents 2 --seed 5 --level full-divider_salad --model1 greedy --model2 greedy --record   --max-num-timesteps 1",16.8
184,5,full-divider_salad,up,"python main.py --num-agents 2 --seed 5 --level full-divider_salad --model1 up --model2 up --record   --max-num-timesteps 1",83.9
181,5,full-divider_salad,bd,"python main.py --num-agents 2 --seed 5 --level full-divider_salad --model1 bd --model2 bd --record   --max-num-timesteps 1",115.7
157,4,partial-divider_tomato,dc,"python main.py --num-agents 2 --seed 4 --level partial-divider_tomato --model1 dc --model2 dc --record   --max-num-timesteps 1",362.6
171,4,partial-divider_tl,bd,"python main.py --num-agents 2 --seed 4 --level partial-divider_tl --model1 bd --model2 bd --record   --max-num-timesteps 1",206.6
183,5,full-divider_salad,fb,"python main.py --num-agents 2 --seed 5 --level full-divider_salad --model1 fb --model2 fb --record   --max-num-timesteps 1",110.5
173,4,partial-divider_tl,fb,"python main.py --num-agents 2 --seed 4 --level partial-divider_tl --model1 fb --model2 fb --record   --max-num-timesteps 1",203.1
190,5,partial-divider_salad,greedy,"python main.py --num-agents 2 --seed 5 --level partial-divider_salad --model1 greedy --model2 greedy --record   --max-num-timesteps 1",20.4
187,5,partial-divider_salad,dc,"python main.py --num-agents 2 --seed 5 --level partial-divider_salad --model1 dc --model2 dc --record   --max-num-timesteps 1",45.1
192,5,open-divider_salad,dc,"python main.py --num-agents 2 --seed 5 --level open-divider_salad --model1 dc --model2 dc --record   --max-num-timesteps 1",22.1
195,5,open-divider_salad,greedy,"python main.py --num-agents 2 --seed 5 --level open-divider_salad --model1 greedy --model2 greedy --record   --max-num-timesteps 1",12.5
197,5,full-divider_tomato,dc,"python main.py --num-agents 2 --seed 5 --level full-divider_tomato --model1 dc --model2 dc --record   --max-num-timesteps 1",6.7
196,5,full-divider_tomato,bd,"python main.py --num-agents 2 --seed 5 --level full-divider_tomato --model1 bd --model2 bd --record   --max-num-timesteps 1",60.7
198,5,full-divider_tomato,fb,"python main.py --num-agents 2 --seed 5 --level full-divider_tomato --model1 fb --model2 fb --record   --max-num-timesteps 1",54.1
200,5,full-divider_tomato,greedy,"python main.py --num-agents 2 --seed 5 --level full-divider_tomato --model1 greedy --model2 greedy --record   --max-num-timesteps 1",8.2
176,4,open-divider_tl,bd,"python main.py --num-agents 2 --seed 4 --level open-divider_tl --model1 bd --model2 bd --record   --max-num-timesteps 1",261.1
178,4,open-divider_tl,fb,"python main.py --num-agents 2 --seed 4 --level open-divider_tl --model1 fb --model2 fb --record   --max-num-timesteps 1",249.6
194,5,open-divider_salad,up,"python main.py --num-agents 2 --seed 5 --level open-divider_salad --model1 up --model2 up --record   --max-num-timesteps 1",146.0
199,5,full-divider_tomato,up,"python main.py --num-agents 2 --seed 5 --level full-divider_tomato --model1 up --model2 up --record   --max-num-timesteps 1",105.6
204,5,partial-divider_tomato,up,"python main.py --num-agents 2 --seed 5 --level partial-divider_tomato --model1 up --model2 up --record   --max-num-timesteps 1",59.1
203,5,partial-divider_tomato,fb,"python main.py --num-agents 2 --seed 5 --level partial-divider_tomato --model1 fb --model2 fb --record   --max-num-timesteps 1",108.0
186,5,partial-divider_salad,bd,"python main.py --num-agents 2 --seed 5 --level partial-divider_salad --model1 bd --model2 bd --record   --max-num-timesteps 1",264.7
191,5,open-divider_salad,bd,"python main.py --num-agents 2 --seed 5 --level open-divider_salad --model1 bd --model2 bd --record   --max-num-timesteps 1",238.3
205,5,partial-divider_tomato,greedy,"python main.py --num-agents 2 --seed 5 --level partial-divider_tomato --model1 greedy --model2 greedy --record   --max-num-timesteps 1",48.0
207,5,open-divider_tomato,dc,"python main.py --num-agents 2 --seed 5 --level open-divider_tomato --model1 dc --model2 dc --record   --max-num-timesteps 1",22.1
209,5,open-divider_tomato,up,"python main.py --num-agents 2 --seed 5 --level open-divider_tomato --model1 up --model2 up --record   --max-num-timesteps 1",8.3
210,5,open-divider_tomato,greedy,"python main.py --num-agents 2 --seed 5 --level open-divider_tomato --model1 greedy --model2 greedy --record   --max-num-timesteps 1",11.4
188,5,partial-divider_salad,fb,"python main.py --num-agents 2 --seed 5 --level partial-divider_salad --model1 fb --model2 fb --record   --max-num-timesteps 1",269.6
212,5,full-divider_tl,dc,"python main.py --num-agents 2 --seed 5 --level full-divider_tl --model1 dc --model2 dc --record   --max-num-timesteps 1",8.3
215,5,full-divider_tl,greedy,"python main.py --num-agents 2 --seed 5 --level full-divider_tl --model1 greedy --model2 greedy --record   --max-num-timesteps 1",7.5
201,5,partial-divider_tomato,bd,"python main.py --num-agents 2 --seed 5 --level partial-divider_tomato --model1 bd --model2 bd --record   --max-num-timesteps 1",180.0
193,5,open-divider_salad,fb,"python main.py --num-agents 2 --seed 5 --level open-divider_salad --model1 fb --model2 fb --record   --max-num-timesteps 1",300.6
217,5,partial-divider_tl,dc,"python main.py --num-agents 2 --seed 5 --level partial-divider_tl --model1 dc --model2 dc --record   --max-num-timesteps 1",43.2
208,5,open-divider_tomato,fb,"python main.py --num-agents 2 --seed 5 --level open-divider_tomato --model1 fb --model2 fb --record   --max-num-timesteps 1",139.0
214,5,full-divider_tl,up,"python main.py --num-agents 2 --seed 5 --level full-divider_tl --model1 up --model2 up --record   --max-num-timesteps 1",124.8
206,5,open-divider_tomato,bd,"python main.py --num-agents 2 --seed 5 --level open-divider_tomato --model1 bd --model2 bd --record   --max-num-timesteps 1",163.9
211,5,full-divider_tl,bd,"python main.py --num-agents 2 --seed 5 --level full-divider_tl --model1 bd --model2 bd --record   --max-num-timesteps 1",150.1
220,5,partial-divider_tl,greedy,"python main.py --num-agents 2 --seed 5 --level partial-divider_tl --model1 greedy --model2 greedy --record   --max-num-timesteps 1",26.3
213,5,full-divider_tl,fb,"python main.py --num-agents 2 --seed 5 --level full-divider_tl --model1 fb --model2 fb --record   --max-num-timesteps 1",146.3
222,5,open-divider_tl,dc,"python main.py --num-agents 2 --seed 5 --level open-divider_tl --model1 dc --model2 dc --record   --max-num-timesteps 1",23.5
225,5,open-divider_tl,greedy,"python main.py --num-agents 2 --seed 5 --level open-divider_tl --model1 greedy --model2 greedy --record   --max-num-timesteps 1",29.9
227,6,full-divider_salad,dc,"python main.py --num-agents 2 --seed 6 --level full-divider_salad --model1 dc --model2 dc --record   --max-num-timesteps 1",15.2
202,5,partial-divider_tomato,dc,"python main.py --num-agents 2 --seed 5 --level partial-divider_tomato --model1 dc --model2 dc --record   --max-num-timesteps 1",341.5
216,5,partial-divider_tl,bd,"python main.py --num-agents 2 --seed 5 --level partial-divider_tl --model1 bd --model2 bd --record   --max-num-timesteps 1",235.3
